Food_items,calories,total_fat,sodium,vitamin_d,calcium,iron,potassium,protein,carbohydrate,fiber,water,sugars,VegNovVeg,Breakfast,Lunch,Dinner,Vegan
"Pork, braised, cooked, with added solution, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh",263,17,151,44,27,1.72,370,25.84,0.03,0,56.13,0,1,1,0,1,0
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",143,6.1,61,0,4,2.14,347,20.39,0,0,72.49,0,1,1,1,0,0
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, shoulder top and center steaks, shoulder clod, chuck",140,5.5,58,0,4,2.64,370,21.13,0,0,72.54,0,1,1,1,0,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",292,20,70,6,8,5.09,280,27.06,0,0,51.41,0,1,1,0,1,0
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",181,7.2,62,4,17,2.02,371,28.26,0.73,0,62.62,0,1,1,1,1,0
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",275,19,54,6,14,2.47,259,25.69,0,0,54.87,0,1,1,0,1,0
"Pork, cooked, separable lean and fat, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), fresh",238,14,57,38,20,1.11,341,26.36,0,0,58.53,0,1,0,1,1,0
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",144,6.2,58,0,5,1.95,327,20.54,0,0,72.8,0,1,1,1,0,0
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",180,11,81,4,17,2.08,332,19.18,0,0,68.8,0,1,0,1,1,0
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",167,4.5,67,1,16,1.84,401,29.66,0,0,65.05,0,1,0,1,1,0
"Lamb, slow roasted, cooked, separable lean and fat, shank off, chump off, tunnel-boned leg, imported, New Zealand",208,13,61,1,4,1.64,349,23.41,0.03,0,63.79,0,1,0,1,1,0
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, boneless, sirloin chops, leg, fresh, imported, Australian",208,14,59,0,11,1.75,308,18.33,0,0,66.86,0,1,0,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",245,14,63,4,7,2.44,298,29.36,0,0,56.07,0,1,1,1,1,0
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",238,14,91,7,7,3.23,368,26.3,1.1,0,57.2,0,1,1,1,1,0
"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean only, whole (shank and sirloin), leg, domestic",191,7.7,68,2,8,2.12,338,28.3,0,0,63.89,0,1,0,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",159,4.5,68,1,17,1.88,411,29.66,0,0,65.06,0,1,1,1,1,0
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top sirloin cap steak, loin",249,16,78,6,6,3.19,342,25.5,0.4,0,56.9,0,1,1,1,1,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",233,13,59,4,14,3.37,361,28.19,0,0,58.83,0,1,1,1,1,0
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, top loin steak, loin",207,9.1,57,3,14,3.23,371,29.16,0,0,61.71,0,1,1,1,1,0
"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",196,13,76,4,12,2.19,336,19.17,0,0,66.7,0,1,1,1,1,0
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",228,11,69,6,17,2.93,286,31.41,0,0,57,0,1,0,1,1,0
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",216,10,65,5,14,3.19,306,30.54,0,0,58.22,0,1,0,1,1,0
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast, chuck",288,19,64,5,14,2.67,261,27.17,0,0,53.39,0,1,0,0,1,0
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast, chuck",306,21,61,6,14,2.68,262,26.39,0,0,51.93,0,1,0,0,1,0
"Beef, raw, Aust. marble score 9, separable lean and fat, top loin steak/roast, loin, Wagyu, imported, Australian",392,37,61,0,4,1.54,0,14.58,0.22,0,47.68,0,1,1,0,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak",210,11,85,5,14,3.04,379,27.59,0,0,61.04,0,1,1,1,1,0
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck",220,10,67,5,14,3.29,298,32.07,0,0,57.29,0,1,1,1,1,0
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, under blade steak, chuck",275,18,65,6,14,2.8,273,28.23,0,0,53.8,0,1,1,0,1,0
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, whole (shank and sirloin), leg, fresh, imported, Australian",135,5.2,81,0,8,1.64,329,20.46,0,0,73.98,0,1,1,1,0,0
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, fresh, imported, Australian",231,14,67,0,10,2.01,313,25.25,0,0,60.82,0,1,0,1,1,0
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, boneless, sirloin half, leg, fresh, imported, Australian",254,20,70,0,12,1.5,279,17.25,0,0,62.63,0,1,0,0,1,0
"Beef, raw, select, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",157,8.5,77,4,11,2.43,329,19.71,0.21,0,70.62,0,1,1,1,1,0
"Cereals, without salt, cooked with water (includes boiling and microwaving), unenriched, regular and quick, oats",71,1.5,4,0,9,0.9,70,2.54,12,1.7,83.61,0.27,0,1,0,0,1
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, fresh, imported, Australian",291,22,88,0,28,1.58,295,21.71,0,0,56.63,0,1,0,0,1,0
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, Denver Cut, boneless, under blade center steak, chuck",178,11,76,5,12,2.4,317,19.23,0.67,0,68.24,0,1,1,1,1,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",228,14,78,0,6,2.78,317,24.7,0,0,61.93,0,1,1,1,1,0
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck",212,12,76,0,6,3.1,333,25.29,0,0,62.22,0,1,1,1,1,0
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",303,22,65,6,16,2.51,241,27.16,0,0,51.36,0,1,0,0,1,0
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye Country-Style ribs",285,19,66,5,15,2.46,255,28.47,0,0,52.74,0,1,0,0,1,0
"Beef, raw, separable lean only, boneless, top round cap-off steak/roast, round, grass-fed, imported, Australian",129,4.4,60,0,5,2.3,0,22.41,0,0,73.05,0,1,1,1,0,0
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, bone-in, center slice, leg, fresh, imported, Australian",195,13,61,0,10,1.81,318,19.17,0,0,68.46,0,1,0,1,1,0
"Infant formula, with ARA and DHA, not reconstituted, powder, with iron, NUTRAMIGEN LIPIL, ENFAMIL, MEAD JOHNSON",494,26,230,250,470,8.9,550,13.9,51,0,3.4,51,0,1,0,1,1
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye roast",292,22,52,7,11,1.95,286,24.3,0,0,53.79,0,1,0,0,1,0
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast, loin",173,6.4,57,4,5,2.77,379,28.97,0,0,63.64,0,1,0,1,1,0
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin",184,7.3,51,3,13,2.61,315,29.67,0,0,62.99,0,1,1,1,1,0
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, top loin steak, loin",208,10,56,4,13,2.58,293,28.66,0,0,60.58,0,1,1,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round",177,6.8,52,0,5,2.51,377,27.12,0,0,65.46,0,1,1,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak",291,22,54,7,11,2.24,260,23.69,0,0,54.49,0,1,1,0,1,0
"Pork, pan-broiled, cooked, with added solution, separable lean and fat, boneless, top loin (chops), loin, fresh",190,7.7,205,0,10,0.63,512,28.35,0,0,62.52,0,1,0,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak",282,19,71,7,7,5.21,284,27.68,0,0,52.29,0,1,1,0,1,0
"Infant formula, with ARA and DHA, ready-to-feed, with iron, ADVANCE 24, SPECIAL CARE, SIMILAC, ABBOTT NUTRITION",71,3.3,34,106,141,1.41,101,1.8,8.73,0,85.61,8.3,0,1,0,0,1
"Infant formula, with ARA and DHA, not reconstituted, liquid concentrate, LIPIL, PROSOBEE, ENFAMIL, MEAD JOHNSON",131,7.1,45,77,134,2.3,153,3.19,13.58,0,75.47,13.58,0,1,1,0,1
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin petite roast",228,13,93,6,7,3.3,376,27,1,0,58,0,1,0,1,1,0
"Pork, raw, separable lean and fat, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), fresh",216,15,55,0,19,0.86,335,18.95,0,0,65.11,0,1,0,1,1,0
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast, loin",165,5.3,58,3,6,2.75,426,29.35,0,0,64.36,0,1,0,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",211,8.9,57,3,13,3.24,350,30.5,0,0,60.38,0,1,1,1,1,0
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, sirloin chops, leg, fresh, imported, Australian",132,4.9,64,0,9,1.94,342,20.43,0,0,74.13,0,1,1,1,0,0
"Margarine-like, with added vitamin D, with salt, unspecified oils, approximately 37% fat, vegetable oil spread",339,38,589,429,6,0.02,34,0.51,0.66,0,59.55,0,0,0,0,1,1
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",163,3.9,67,1,16,1.84,404,29.85,0,0,65.35,0,1,0,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",212,10,67,3,18,3.57,290,27.86,0,0,61.15,0,1,1,1,1,0
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",189,6.7,58,2,14,3.25,375,29.99,0,0,63.25,0,1,1,1,1,0
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye roast",300,23,63,6,13,2.14,263,23.47,0,0,53.29,0,1,0,0,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",167,4.3,75,1,18,3.24,433,29.96,0,0,64.68,0,1,1,1,1,0
"Pork, braised, with added solution cooked, separable lean only, blade (steaks), (Boston butt), shoulder, fresh",227,12,154,42,26,1.82,388,27.58,0,0,59.2,0,1,1,1,1,0
"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, fresh, imported, Australian",311,20,73,0,27,2.42,268,29.7,0,0,51.03,0,1,0,0,1,0
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast or steak, chuck",140,6.1,81,4,12,2.34,369,21.13,0.31,0,71.41,0,1,1,1,0,0
"Lamb, slow roasted, cooked, separable lean only, shank off, chump off, tunnel-boned leg, imported, New Zealand",159,6.4,62,0,4,1.71,369,25.29,0,0,68.14,0,1,0,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak",309,24,60,7,22,2.29,243,22.9,0,0,52.62,0,1,1,0,1,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, lip off, boneless, top loin steak, loin",211,9.5,59,3,14,3.38,367,29.22,0,0,60.74,0,1,1,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",234,13,63,5,7,2.47,303,29.99,0,0,57,0,1,1,1,1,0
"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, bone-in, trotter off, leg, fresh, imported, Australian",175,9.7,75,0,3,2.09,225,21.95,0,0,68.68,0,1,0,1,1,0
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",145,6.4,59,0,5,2.01,339,20.51,0,0,72.87,0,1,1,1,0,0
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, medallion, shoulder tender, shoulder clod, chuck",142,5.8,60,0,5,2.39,366,20.93,0,0,72.79,0,1,1,1,0,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",271,19,58,6,12,2.4,279,24.85,0,0,55.59,0,1,1,0,1,0
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",281,19,69,5,8,5.33,280,27.95,0,0,52.3,0,1,1,0,1,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, outside skirt, boneless, plate steak",300,22,70,6,8,4.95,282,26.46,0,0,50.82,0,1,1,0,1,0
"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",170,6.1,63,3,21,1.82,389,28.36,0.22,0,64.07,0,1,1,1,1,0
"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, boneless, top sirloin cap steak, loin",189,8,62,4,17,2.04,374,28.19,1.07,0,61.65,0,1,1,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",155,3.9,68,1,17,1.88,414,29.85,0,0,65.35,0,1,1,1,1,0
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",160,4.5,67,1,16,2.88,384,29.9,0,0,64.56,0,1,0,1,1,0
"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",183,8.1,56,2,13,3.2,346,27.31,0,0,64.35,0,1,0,1,1,0
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",231,11,63,6,14,3.2,307,30.45,0,0,57.85,0,1,0,1,1,0
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, under blade pot roast, chuck",216,9.4,67,4,14,3.18,306,30.68,0,0,58.79,0,1,0,1,1,0
"Lamb, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, composite of trimmed retail cuts, domestic",294,21,72,2,17,1.88,310,24.52,0,0,53.72,0,1,0,0,1,0
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, under blade steak, chuck",219,10,65,5,14,3.21,308,31.35,0,0,58.11,0,1,1,1,1,0
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",187,12,77,4,12,2.27,347,19.2,0,0,67.76,0,1,1,1,1,0
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, boneless, sirloin half, leg, fresh, imported, Australian",138,5.6,80,0,10,1.75,328,20.48,0,0,73.68,0,1,1,1,0,0
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",185,12,80,4,17,2.08,310,19.14,0,0,68.26,0,1,0,1,1,0
"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",162,4,63,1,16,1.74,392,29.45,0,0,65.92,0,1,0,1,1,0
"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round roast, round",171,4.8,66,1,16,1.86,408,29.79,0,0,64.5,0,1,0,1,1,0
"Lamb, roasted, cooked, trimmed to 1/8"" fat, separable lean only, shank half, leg, fresh, imported, Australian",182,7.3,69,0,8,2.13,329,27.18,0,0,65.3,0,1,0,1,1,0
"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), rib eye",249,15,56,0,20,1.75,340,27.27,0,0,57.52,0,1,0,1,1,0
"Lamb, braised, cooked,   trimmed to 1/8"" fat, separable lean only, arm, shoulder, fresh, imported, Australian",238,10,78,0,27,2.71,287,34.17,0,0,56.98,0,1,0,1,1,0
"Lamb, broiled, cooked, trimmed to 1/8"" fat, separable lean only,blade, shoulder , fresh, imported, Australian",231,14,94,0,28,1.67,315,23.83,0,0,62.25,0,1,0,1,1,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",253,15,63,0,7,2.48,293,28.9,0,0,55.35,0,1,1,0,1,0
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, inside skirt, boneless, plate steak",233,13,61,5,7,2.34,307,30.06,0,0,57.16,0,1,1,1,1,0
"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",276,19,64,5,19,3,257,25.4,0,0,55.6,0,1,1,0,1,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",196,9.2,87,5,14,3.14,390,28.15,0,0,62.11,0,1,1,1,1,0
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",234,12,69,6,17,2.97,279,30.95,0,0,56.64,0,1,0,1,1,0
"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",154,4,65,1,16,1.78,402,29.47,0,0,65.92,0,1,1,1,1,0
"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",190,6.3,68,5,15,3.42,309,33.31,0,0,59.82,0,1,1,1,1,0
"Beef, raw, separable lean and fat, boneless, bottom round steak/roast, round, grass-fed, imported, Australian",140,6.2,70,0,5,2.08,0,21.13,0.01,0,72.33,0,1,1,1,0,0
"Pork, roasted, heated, separable lean only, boneless, meat only, spiral slice, ham with natural juices, cured",126,3.8,986,32,4,0.84,349,22.56,1.08,0,69.47,1.08,1,1,1,0,0
"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, America's Beef Roast, boneless, chuck eye roast",173,11,82,4,18,2.12,367,19.25,0,0,69.61,0,1,0,1,1,0
"Infant formula, with ARA and DHA, not reconstituted, powder, with iron, PROSOBEE LIPIL, ENFAMIL, MEAD JOHNSON",510,27,171,300,530,9.5,600,12.5,53,0,3.5,53,0,0,0,1,1
"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, under blade pot roast or steak, chuck",202,14,76,5,12,2.13,329,19.15,0,0,66,0,1,1,1,1,0
"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, eye of round steak, round",163,4.8,67,1,17,1.91,419,29.79,0,0,64.5,0,1,1,1,1,0
"Lamb, braised, cooked, separable lean and fat, whole (arm and blade), shoulder, frozen, imported, New Zealand",357,26,51,0,27,2.11,147,28.21,0,0,42.64,0,1,0,0,1,0
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye Country-Style ribs",221,10,70,5,16,2.86,292,32.1,0,0,57.54,0,1,0,1,1,0
"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin petite roast/filet, loin",128,4,65,3,5,2.24,395,23.04,0,0,72.67,0,1,1,1,0,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",168,4.8,54,0,5,2.77,365,29.08,0,0,65.68,0,1,1,1,1,0
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, lip-on, boneless, rib eye roast",218,12,56,4,8,2.13,326,28.21,0,0,59.55,0,1,0,1,1,0
"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, under blade steak, chuck",261,16,66,5,14,2.76,270,29.18,0,0,55.43,0,1,1,0,1,0
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, under blade steak, chuck",284,19,64,6,14,2.82,275,27.6,0,0,52.71,0,1,1,0,1,0
"Lamb, slow roasted, cooked, separable lean and fat, boneless, rolled, netted shoulder, imported, New Zealand",287,22,61,3,7,1.33,305,21.45,0.05,0,56.45,0,1,0,0,1,0
"Lamb, raw, trimmed to 1/8"" fat, separable lean only, bone-in, center slice, leg, fresh, imported, Australian",143,6.1,64,0,9,1.94,342,20.65,0,0,73.45,0,1,1,1,0,0
"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, top sirloin filet, loin",171,5.4,59,4,6,2.9,397,30.58,0,0,62.92,0,1,0,1,1,0
"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean only, boneless, top loin petite roast",195,8.8,62,4,17,2.02,371,28.33,0.82,0,60.91,0,1,0,1,1,0
"Yogurt, fortified with vitamin D, sweetened with low-calorie sweetener, nonfat milk, vanilla or lemon flavor",43,0.2,59,47,143,0.12,177,3.86,7.5,0,87.43,7.5,0,1,0,0,1
"Lamb, roasted, cooked, separable lean and fat, whole (shank and sirloin), leg, frozen, imported, New Zealand",246,16,43,0,10,2.1,167,24.81,0,0,57.87,0,1,0,1,1,0
"Pork, pan-broiled, cooked, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",169,5,209,0,10,0.63,517,28.95,0,0,64.49,0,1,0,1,1,0
